,car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
12012,Honda Amaze,Honda,Amaze,5,62156,Dealer,Diesel,Manual,25.8,1498,98.6,5,500000
12013,Honda Amaze,Honda,Amaze,4,97000,Dealer,Diesel,Manual,25.8,1498,98.6,5,460000
12014,Honda Amaze,Honda,Amaze,6,61000,Dealer,Diesel,Manual,25.8,1498,98.6,5,515000
12015,Honda Amaze,Honda,Amaze,4,60000,Dealer,Diesel,Manual,25.8,1498,98.6,5,600000
12016,Honda Amaze,Honda,Amaze,4,71000,Dealer,Diesel,Manual,25.8,1498,98.6,5,575000
12017,Honda Amaze,Honda,Amaze,5,136900,Dealer,Diesel,Manual,25.8,1498,98.6,5,460000
12019,Honda Amaze,Honda,Amaze,5,103092,Dealer,Diesel,Manual,25.8,1498,98.6,5,525000
12020,Honda Amaze,Honda,Amaze,7,61000,Dealer,Diesel,Manual,25.8,1498,98.6,5,425000
12021,Honda Amaze,Honda,Amaze,5,61198,Dealer,Diesel,Manual,25.8,1498,98.6,5,666000
12022,Honda Amaze,Honda,Amaze,8,65675,Dealer,Diesel,Manual,25.8,1498,98.6,5,490000
12023,Honda Amaze,Honda,Amaze,5,44340,Dealer,Diesel,Manual,25.8,1498,98.6,5,715000
12025,Honda Amaze,Honda,Amaze,8,47277,Dealer,Diesel,Manual,25.8,1498,98.6,5,399000
12027,Honda Amaze,Honda,Amaze,5,103000,Dealer,Diesel,Manual,25.8,1498,98.6,5,525000
12028,Honda Amaze,Honda,Amaze,6,66000,Dealer,Diesel,Manual,25.8,1498,98.6,5,415000
12029,Honda Amaze,Honda,Amaze,8,48000,Dealer,Diesel,Manual,25.8,1498,98.6,5,350000
12030,Honda Amaze,Honda,Amaze,7,43000,Dealer,Diesel,Manual,25.8,1498,98.6,5,345000
12031,Honda Amaze,Honda,Amaze,8,48000,Dealer,Diesel,Manual,25.8,1498,98.6,5,299000
12032,Honda Amaze,Honda,Amaze,7,46532,Dealer,Diesel,Manual,25.8,1498,98.6,5,319000
12033,Honda Amaze,Honda,Amaze,6,72000,Dealer,Diesel,Manual,25.8,1498,98.6,5,425000
12034,Honda Amaze,Honda,Amaze,7,67000,Dealer,Diesel,Manual,25.8,1498,98.6,5,330000
12035,Honda Amaze,Honda,Amaze,3,54000,Dealer,Diesel,Manual,25.8,1498,98.6,5,650000
12037,Honda Amaze,Honda,Amaze,7,45000,Dealer,Diesel,Manual,25.8,1498,98.6,5,372000
12038,Honda Amaze,Honda,Amaze,3,22000,Dealer,Diesel,Manual,25.8,1498,98.6,5,660000
12039,Honda Amaze,Honda,Amaze,6,42380,Dealer,Diesel,Manual,25.8,1498,98.6,5,359000
12040,Honda Amaze,Honda,Amaze,5,48649,Dealer,Diesel,Manual,25.8,1498,98.6,5,500000
12041,Honda Amaze,Honda,Amaze,2,47001,Dealer,Diesel,Manual,25.8,1498,98.6,5,549000
12042,Honda Amaze,Honda,Amaze,6,66000,Dealer,Diesel,Manual,25.8,1498,98.6,5,388000
12043,Honda Amaze,Honda,Amaze,8,58000,Dealer,Diesel,Manual,25.8,1498,98.6,5,325000
12044,Honda Amaze,Honda,Amaze,7,58000,Dealer,Diesel,Manual,25.8,1498,98.6,5,350000
12045,Honda Amaze,Honda,Amaze,3,40000,Dealer,Diesel,Manual,25.8,1498,98.6,5,725000
12046,Honda Amaze,Honda,Amaze,7,71000,Dealer,Diesel,Manual,25.8,1498,98.6,5,350000
12047,Honda Amaze,Honda,Amaze,7,45892,Dealer,Diesel,Manual,25.8,1498,98.6,5,369000
12048,Honda Amaze,Honda,Amaze,7,87000,Dealer,Diesel,Manual,25.8,1498,98.6,5,375000
12049,Honda Amaze,Honda,Amaze,7,75456,Dealer,Diesel,Manual,25.8,1498,98.6,5,320000
12050,Honda Amaze,Honda,Amaze,7,43000,Dealer,Diesel,Manual,25.8,1498,98.6,5,299000
12053,Honda Amaze,Honda,Amaze,8,64000,Dealer,Diesel,Manual,25.8,1498,98.6,5,325000
12054,Honda Amaze,Honda,Amaze,7,58500,Dealer,Diesel,Manual,25.8,1498,98.6,5,348000
12055,Honda Amaze,Honda,Amaze,7,53589,Dealer,Diesel,Manual,25.8,1498,98.6,5,350000
12056,Honda Amaze,Honda,Amaze,8,75000,Dealer,Diesel,Manual,25.8,1498,98.6,5,350000
12057,Honda Amaze,Honda,Amaze,8,78000,Dealer,Diesel,Manual,25.8,1498,98.6,5,365000
12058,Honda Amaze,Honda,Amaze,8,48080,Dealer,Diesel,Manual,25.8,1498,98.6,5,305000
12062,Honda Amaze,Honda,Amaze,6,68000,Dealer,Diesel,Manual,25.8,1498,98.6,5,400000
12064,Honda Amaze,Honda,Amaze,6,54591,Dealer,Diesel,Manual,25.8,1498,98.6,5,425000
12066,Honda Amaze,Honda,Amaze,8,50000,Dealer,Diesel,Manual,25.8,1498,98.6,5,340000
12067,Honda Amaze,Honda,Amaze,8,42000,Dealer,Diesel,Manual,25.8,1498,98.6,5,475000
12068,Honda Amaze,Honda,Amaze,3,43772,Dealer,Diesel,Manual,25.8,1498,98.6,5,860000
12069,Honda Amaze,Honda,Amaze,7,57258,Dealer,Diesel,Manual,25.8,1498,98.6,5,375000
12070,Honda Amaze,Honda,Amaze,6,56000,Dealer,Diesel,Manual,25.8,1498,98.6,5,474000
12071,Honda Amaze,Honda,Amaze,7,80000,Dealer,Diesel,Manual,25.8,1498,98.6,5,375000
12072,Honda Amaze,Honda,Amaze,6,63000,Dealer,Diesel,Manual,25.8,1498,98.6,5,455000
12073,Honda Amaze,Honda,Amaze,6,39600,Dealer,Diesel,Manual,25.8,1498,98.6,5,490000
12075,Honda Amaze,Honda,Amaze,6,48000,Dealer,Diesel,Manual,25.8,1498,98.6,5,450000
12076,Honda Amaze,Honda,Amaze,8,75000,Dealer,Diesel,Manual,25.8,1498,98.6,5,390000
12079,Honda Amaze,Honda,Amaze,6,71572,Dealer,Diesel,Manual,25.8,1498,98.6,5,455000
12080,Honda Amaze,Honda,Amaze,8,48000,Dealer,Diesel,Manual,25.8,1498,98.6,5,470000
12081,Honda Amaze,Honda,Amaze,6,92707,Dealer,Diesel,Manual,25.8,1498,98.6,5,395000
12082,Honda Amaze,Honda,Amaze,8,64000,Dealer,Diesel,Manual,25.8,1498,98.6,5,375000
12083,Honda Amaze,Honda,Amaze,6,119621,Dealer,Diesel,Manual,25.8,1498,98.6,5,410000
12084,Honda Amaze,Honda,Amaze,8,42000,Dealer,Diesel,Manual,25.8,1498,98.6,5,475000
12085,Honda Amaze,Honda,Amaze,6,77000,Dealer,Diesel,Manual,25.8,1498,98.6,5,465000
12087,Honda Amaze,Honda,Amaze,5,56964,Dealer,Diesel,Manual,25.8,1498,98.6,5,525000
12088,Honda Amaze,Honda,Amaze,7,65000,Dealer,Diesel,Manual,25.8,1498,98.6,5,375000
12090,Honda Amaze,Honda,Amaze,6,28000,Dealer,Diesel,Manual,25.8,1498,98.6,5,525000
12091,Honda Amaze,Honda,Amaze,3,50000,Individual,Diesel,Manual,25.8,1498,98.6,5,720000
12092,Honda Amaze,Honda,Amaze,8,208000,Individual,Diesel,Manual,25.8,1498,98.6,5,300000
12093,Honda Amaze,Honda,Amaze,6,70000,Individual,Diesel,Manual,25.8,1498,98.6,5,350000
12094,Honda Amaze,Honda,Amaze,7,89000,Individual,Diesel,Manual,25.8,1498,98.6,5,320000
12095,Honda Amaze,Honda,Amaze,5,100000,Individual,Diesel,Manual,25.8,1498,98.6,5,320000
12096,Honda Amaze,Honda,Amaze,7,110000,Individual,Diesel,Manual,25.8,1498,98.6,5,375000
12097,Honda Amaze,Honda,Amaze,7,56000,Individual,Diesel,Manual,25.8,1498,98.6,5,399000
12098,Honda Amaze,Honda,Amaze,7,100000,Individual,Diesel,Manual,25.8,1498,98.6,5,550000
12099,Honda Amaze,Honda,Amaze,7,90000,Individual,Diesel,Manual,25.8,1498,98.6,5,375000
12100,Honda Amaze,Honda,Amaze,6,148000,Individual,Diesel,Manual,25.8,1498,98.6,5,501000
12103,Honda Amaze,Honda,Amaze,6,190000,Individual,Diesel,Manual,25.8,1498,98.6,5,295000
12104,Honda Amaze,Honda,Amaze,6,70000,Individual,Diesel,Manual,25.8,1498,98.6,5,480000
12105,Honda Amaze,Honda,Amaze,4,55000,Individual,Diesel,Manual,25.8,1498,98.6,5,700000
12106,Honda Amaze,Honda,Amaze,7,110000,Individual,Diesel,Manual,25.8,1498,98.6,5,370000
12107,Honda Amaze,Honda,Amaze,8,100000,Individual,Diesel,Manual,25.8,1498,98.6,5,400000
12108,Honda Amaze,Honda,Amaze,4,70000,Individual,Diesel,Manual,25.8,1498,98.6,5,350000
12109,Honda Amaze,Honda,Amaze,8,97000,Individual,Diesel,Manual,25.8,1498,98.6,5,365000
12110,Honda Amaze,Honda,Amaze,5,120000,Individual,Diesel,Manual,25.8,1498,98.6,5,470000
12111,Honda Amaze,Honda,Amaze,7,105000,Individual,Diesel,Manual,25.8,1498,98.6,5,420000
12112,Honda Amaze,Honda,Amaze,6,56000,Individual,Diesel,Manual,25.8,1498,98.6,5,510000
12113,Honda Amaze,Honda,Amaze,4,70000,Individual,Diesel,Manual,25.8,1498,98.6,5,450000
12114,Honda Amaze,Honda,Amaze,8,39500,Individual,Diesel,Manual,25.8,1498,98.6,5,320000
12115,Honda Amaze,Honda,Amaze,6,44000,Individual,Diesel,Manual,25.8,1498,98.6,5,450000
12117,Honda Amaze,Honda,Amaze,8,80000,Individual,Diesel,Manual,25.8,1498,98.6,5,350000
12118,Honda Amaze,Honda,Amaze,7,50000,Individual,Diesel,Manual,25.8,1498,98.6,5,341000
12119,Honda Amaze,Honda,Amaze,5,40000,Individual,Diesel,Manual,25.8,1498,98.6,5,400000
12120,Honda Amaze,Honda,Amaze,8,66000,Individual,Diesel,Manual,25.8,1498,98.6,5,360000
12121,Honda Amaze,Honda,Amaze,5,40000,Individual,Diesel,Manual,25.8,1498,98.6,5,515000
12123,Honda Amaze,Honda,Amaze,4,100000,Individual,Diesel,Manual,25.8,1498,98.6,5,410000
12124,Honda Amaze,Honda,Amaze,8,67000,Individual,Diesel,Manual,25.8,1498,98.6,5,300000
12128,Honda Amaze,Honda,Amaze,6,62000,Individual,Diesel,Manual,25.8,1498,98.6,5,320000
12129,Honda Amaze,Honda,Amaze,7,125000,Individual,Diesel,Manual,25.8,1498,98.6,5,290000
12130,Honda Amaze,Honda,Amaze,7,60000,Individual,Diesel,Manual,25.8,1498,98.6,5,342000
12131,Honda Amaze,Honda,Amaze,6,15000,Individual,Diesel,Manual,25.8,1498,98.6,5,525000
12133,Honda Amaze,Honda,Amaze,7,92500,Individual,Diesel,Manual,25.8,1498,98.6,5,300000
12134,Honda Amaze,Honda,Amaze,5,53000,Individual,Diesel,Manual,25.8,1498,98.6,5,450000
12136,Honda Amaze,Honda,Amaze,8,34294,Individual,Diesel,Manual,25.8,1498,98.6,5,425000
12137,Honda Amaze,Honda,Amaze,8,80000,Individual,Diesel,Manual,25.8,1498,98.6,5,300000
12138,Honda Amaze,Honda,Amaze,8,80000,Individual,Diesel,Manual,25.8,1498,98.6,5,420000
12139,Honda Amaze,Honda,Amaze,7,170000,Individual,Diesel,Manual,25.8,1498,98.6,5,450000
12140,Honda Amaze,Honda,Amaze,7,97000,Individual,Diesel,Manual,25.8,1498,98.6,5,400000
12141,Honda Amaze,Honda,Amaze,6,120000,Individual,Diesel,Manual,25.8,1498,98.6,5,450000
12142,Honda Amaze,Honda,Amaze,7,120000,Individual,Diesel,Manual,25.8,1498,98.6,5,300000
12143,Honda Amaze,Honda,Amaze,3,60000,Individual,Diesel,Manual,25.8,1498,98.6,5,667000
12144,Honda Amaze,Honda,Amaze,8,70000,Individual,Diesel,Manual,25.8,1498,98.6,5,400000
12145,Honda Amaze,Honda,Amaze,7,110000,Individual,Diesel,Manual,25.8,1498,98.6,5,265000
12147,Honda City,Honda,City,7,69000,Dealer,Diesel,Manual,25.1,1498,98.6,5,550000
12150,Honda City,Honda,City,7,63000,Dealer,Diesel,Manual,26,1498,98.6,5,475000
12152,Honda City,Honda,City,7,66100,Dealer,Diesel,Manual,26,1498,98.6,5,530000
12153,Honda City,Honda,City,7,77000,Dealer,Diesel,Manual,26,1498,98.6,5,525000
12154,Honda City,Honda,City,7,69000,Dealer,Diesel,Manual,26,1498,98.6,5,490000
12155,Honda City,Honda,City,7,55000,Dealer,Diesel,Manual,26,1498,98.6,5,549000
12156,Honda City,Honda,City,6,59000,Dealer,Diesel,Manual,26,1498,98.6,5,700000
12157,Honda City,Honda,City,7,89000,Dealer,Diesel,Manual,26,1498,98.6,5,575000
12158,Honda City,Honda,City,7,70000,Dealer,Diesel,Manual,26,1498,98.6,5,540000
12159,Honda City,Honda,City,7,73000,Dealer,Diesel,Manual,26,1498,98.6,5,625000
12160,Honda City,Honda,City,7,117000,Dealer,Diesel,Manual,25.1,1498,98.6,5,691000
12161,Honda City,Honda,City,7,39000,Dealer,Diesel,Manual,25.1,1498,98.6,5,725000
12162,Honda City,Honda,City,6,65122,Dealer,Diesel,Manual,26,1498,98.6,5,650000
12163,Honda City,Honda,City,7,54027,Dealer,Diesel,Manual,26,1498,98.6,5,545000
12164,Honda City,Honda,City,7,63351,Dealer,Diesel,Manual,26,1498,98.6,5,579000
12165,Honda City,Honda,City,7,66852,Dealer,Diesel,Manual,25.1,1498,98.6,5,625000
12166,Honda City,Honda,City,3,18000,Dealer,Diesel,Manual,26,1498,98.6,5,1150000
12167,Honda City,Honda,City,7,26000,Dealer,Diesel,Manual,26,1498,98.6,5,590000
12168,Honda City,Honda,City,6,78000,Dealer,Diesel,Manual,26,1498,98.6,5,651000
12169,Honda City,Honda,City,7,74000,Dealer,Diesel,Manual,26,1498,98.6,5,590000
12170,Honda City,Honda,City,7,65000,Dealer,Diesel,Manual,26,1498,98.6,5,745000
12171,Honda City,Honda,City,7,45000,Dealer,Diesel,Manual,26,1498,98.6,5,675000
12172,Honda City,Honda,City,7,63762,Dealer,Diesel,Manual,25.1,1498,98.6,5,650000
12174,Honda City,Honda,City,3,29000,Dealer,Diesel,Manual,25.1,1498,98.6,5,1100000
12175,Honda City,Honda,City,6,128000,Dealer,Diesel,Manual,26,1498,98.6,5,600000
12176,Honda City,Honda,City,6,30000,Dealer,Diesel,Manual,26,1498,98.6,5,500000
12177,Honda City,Honda,City,6,58972,Dealer,Diesel,Manual,26,1498,98.6,5,690000
12178,Honda City,Honda,City,6,80000,Dealer,Diesel,Manual,26,1498,98.6,5,675000
12179,Honda City,Honda,City,6,83000,Dealer,Diesel,Manual,26,1498,98.6,5,675000
12180,Honda City,Honda,City,7,99000,Dealer,Diesel,Manual,25.1,1498,98.6,5,649000
12181,Honda City,Honda,City,7,68000,Dealer,Diesel,Manual,25.1,1498,98.6,5,645000
12182,Honda City,Honda,City,5,66000,Dealer,Diesel,Manual,26,1498,98.6,5,785000
12183,Honda City,Honda,City,7,65000,Dealer,Diesel,Manual,26,1498,98.6,5,550000
12184,Honda City,Honda,City,7,56954,Dealer,Diesel,Manual,26,1498,98.6,5,599000
12185,Honda City,Honda,City,7,63200,Dealer,Diesel,Manual,25.1,1498,98.6,5,785000
12186,Honda City,Honda,City,5,54000,Dealer,Diesel,Manual,26,1498,98.6,5,750000
12187,Honda City,Honda,City,5,50000,Dealer,Diesel,Manual,26,1498,98.6,5,889000
12188,Honda City,Honda,City,5,51300,Dealer,Diesel,Manual,26,1498,98.6,5,880000
12189,Honda City,Honda,City,7,57000,Dealer,Diesel,Manual,26,1498,98.6,5,675000
12190,Honda City,Honda,City,6,80540,Dealer,Diesel,Manual,26,1498,98.6,5,585000
12191,Honda City,Honda,City,6,78000,Dealer,Diesel,Manual,26,1498,98.6,5,650000
12192,Honda City,Honda,City,7,63339,Dealer,Diesel,Manual,26,1498,98.6,5,675000
12193,Honda City,Honda,City,5,34000,Dealer,Diesel,Manual,25.1,1498,98.6,5,629000
12194,Honda City,Honda,City,6,45000,Dealer,Diesel,Manual,25.1,1498,98.6,5,575000
12195,Honda City,Honda,City,6,48000,Dealer,Diesel,Manual,26,1498,98.6,5,650000
12196,Honda City,Honda,City,4,61000,Dealer,Diesel,Manual,26,1498,98.6,5,870000
12199,Honda City,Honda,City,5,47129,Dealer,Diesel,Manual,26,1498,98.6,5,600000
12202,Honda City,Honda,City,6,75000,Dealer,Diesel,Manual,26,1498,98.6,5,650000
12203,Honda City,Honda,City,6,65000,Dealer,Diesel,Manual,26,1498,98.6,5,500000
12204,Honda City,Honda,City,6,53000,Dealer,Diesel,Manual,26,1498,98.6,5,535000
12205,Honda City,Honda,City,6,54700,Dealer,Diesel,Manual,26,1498,98.6,5,600000
12206,Honda City,Honda,City,7,146781,Dealer,Diesel,Manual,26,1498,98.6,5,575000
12207,Honda City,Honda,City,7,58719,Dealer,Diesel,Manual,26,1498,98.6,5,670000
12209,Honda City,Honda,City,3,28000,Dealer,Diesel,Manual,26,1498,98.6,5,899000
12210,Honda City,Honda,City,6,45000,Dealer,Diesel,Manual,26,1498,98.6,5,650000
12211,Honda City,Honda,City,7,25000,Dealer,Diesel,Manual,26,1498,98.6,5,525000
12212,Honda City,Honda,City,6,56210,Dealer,Diesel,Manual,26,1498,98.6,5,875000
12216,Honda City,Honda,City,7,35000,Dealer,Diesel,Manual,26,1498,98.6,5,511000
12217,Honda City,Honda,City,5,61225,Dealer,Diesel,Manual,26,1498,98.6,5,590000
12218,Honda City,Honda,City,5,48000,Dealer,Diesel,Manual,26,1498,98.6,5,599000
12219,Honda City,Honda,City,7,96434,Dealer,Diesel,Manual,26,1498,98.6,5,450000
12222,Honda City,Honda,City,7,59000,Dealer,Diesel,Manual,25.1,1498,98.6,5,550000
12224,Honda City,Honda,City,6,71678,Dealer,Diesel,Manual,25.1,1498,98.6,5,610000
12225,Honda City,Honda,City,6,89000,Dealer,Diesel,Manual,26,1498,98.6,5,549000
12226,Honda City,Honda,City,6,63000,Dealer,Diesel,Manual,26,1498,98.6,5,575000
12227,Honda City,Honda,City,7,78000,Dealer,Diesel,Manual,26,1498,98.6,5,550000
12228,Honda City,Honda,City,6,73000,Dealer,Diesel,Manual,26,1498,98.6,5,540000
12229,Honda City,Honda,City,6,35000,Dealer,Diesel,Manual,26,1498,98.6,5,621000
12230,Honda City,Honda,City,6,63000,Dealer,Diesel,Manual,26,1498,98.6,5,575000
12231,Honda City,Honda,City,6,63000,Dealer,Diesel,Manual,26,1498,98.6,5,525000
12232,Honda City,Honda,City,7,88000,Dealer,Diesel,Manual,26,1498,98.6,5,556000
12233,Honda City,Honda,City,4,70000,Dealer,Diesel,Manual,26,1498,98.6,5,825000
12234,Honda City,Honda,City,5,46000,Dealer,Diesel,Manual,26,1498,98.6,5,700000
12235,Honda City,Honda,City,6,60000,Dealer,Diesel,Manual,26,1498,98.6,5,550000
12236,Honda City,Honda,City,7,68000,Dealer,Diesel,Manual,26,1498,98.6,5,495000
12237,Honda City,Honda,City,7,62000,Dealer,Diesel,Manual,26,1498,98.6,5,475000
12238,Honda City,Honda,City,7,46000,Dealer,Diesel,Manual,26,1498,98.6,5,469000
12239,Honda City,Honda,City,6,57000,Dealer,Diesel,Manual,26,1498,98.6,5,525000
12240,Honda City,Honda,City,7,52643,Dealer,Diesel,Manual,26,1498,98.6,5,525000
12241,Honda City,Honda,City,7,44000,Dealer,Diesel,Manual,26,1498,98.6,5,535000
12242,Honda City,Honda,City,4,72000,Dealer,Diesel,Manual,25.1,1498,98.6,5,850000
12244,Honda City,Honda,City,7,48000,Dealer,Diesel,Manual,26,1498,98.6,5,525000
12245,Honda City,Honda,City,7,60000,Dealer,Diesel,Manual,26,1498,98.6,5,500000
12247,Honda City,Honda,City,6,66000,Dealer,Diesel,Manual,26,1498,98.6,5,575000
12248,Honda City,Honda,City,7,42000,Dealer,Diesel,Manual,25.1,1498,98.6,5,625000
12249,Honda City,Honda,City,7,55000,Dealer,Diesel,Manual,26,1498,98.6,5,635000
12250,Honda City,Honda,City,6,60000,Dealer,Diesel,Manual,26,1498,98.6,5,595000
12251,Honda City,Honda,City,7,54000,Dealer,Diesel,Manual,26,1498,98.6,5,495000
12252,Honda City,Honda,City,6,64000,Dealer,Diesel,Manual,25.1,1498,98.6,5,631000
12253,Honda City,Honda,City,5,56000,Dealer,Diesel,Manual,26,1498,98.6,5,590000
12254,Honda City,Honda,City,7,73000,Dealer,Diesel,Manual,25.1,1498,98.6,5,574000
12255,Honda City,Honda,City,7,57500,Dealer,Diesel,Manual,26,1498,98.6,5,515000
12256,Honda City,Honda,City,7,70000,Dealer,Diesel,Manual,26,1498,98.6,5,550000
12257,Honda City,Honda,City,6,88102,Dealer,Diesel,Manual,26,1498,98.6,5,625000
12258,Honda City,Honda,City,7,68900,Dealer,Diesel,Manual,25.1,1498,98.6,5,655000
12259,Honda City,Honda,City,7,98000,Dealer,Diesel,Manual,26,1498,98.6,5,595000
12261,Honda City,Honda,City,5,58000,Dealer,Diesel,Manual,26,1498,98.6,5,625000
12263,Honda City,Honda,City,6,70500,Dealer,Diesel,Manual,26,1498,98.6,5,650000
12264,Honda City,Honda,City,7,80633,Dealer,Diesel,Manual,26,1498,98.6,5,575000
12265,Honda City,Honda,City,5,50000,Dealer,Diesel,Manual,26,1498,98.6,5,660000
12267,Honda City,Honda,City,7,67000,Dealer,Diesel,Manual,26,1498,98.6,5,549000
12268,Honda City,Honda,City,7,62000,Dealer,Diesel,Manual,26,1498,98.6,5,640000
12269,Honda City,Honda,City,5,88102,Dealer,Diesel,Manual,26,1498,98.6,5,685000
12271,Honda City,Honda,City,5,88000,Dealer,Diesel,Manual,26,1498,98.6,5,650000
12272,Honda City,Honda,City,7,62000,Dealer,Diesel,Manual,26,1498,98.6,5,580000
12273,Honda City,Honda,City,5,50000,Dealer,Diesel,Manual,26,1498,98.6,5,825000
12276,Honda City,Honda,City,7,68000,Dealer,Diesel,Manual,26,1498,98.6,5,475000
12277,Honda City,Honda,City,6,71000,Dealer,Diesel,Manual,26,1498,98.6,5,625000
12279,Honda City,Honda,City,7,82911,Dealer,Diesel,Manual,26,1498,98.6,5,580000
12280,Honda City,Honda,City,7,68000,Dealer,Diesel,Manual,26,1498,98.6,5,505000
12281,Honda City,Honda,City,5,62000,Dealer,Diesel,Manual,26,1498,98.6,5,615000
12282,Honda City,Honda,City,6,87000,Dealer,Diesel,Manual,26,1498,98.6,5,525000
12283,Honda City,Honda,City,5,46000,Dealer,Diesel,Manual,26,1498,98.6,5,650000
12284,Honda City,Honda,City,6,67897,Dealer,Diesel,Manual,26,1498,98.6,5,635000
12285,Honda City,Honda,City,6,63595,Dealer,Diesel,Manual,26,1498,98.6,5,440000
12286,Honda City,Honda,City,7,220000,Dealer,Diesel,Manual,26,1498,98.6,5,550000
12288,Honda City,Honda,City,6,70000,Individual,Diesel,Manual,25.1,1498,98.6,5,700000
12289,Honda City,Honda,City,6,50000,Individual,Diesel,Manual,25.1,1498,98.6,5,700000
12290,Honda City,Honda,City,7,144000,Individual,Diesel,Manual,26,1498,98.6,5,410000
12292,Honda City,Honda,City,7,100000,Individual,Diesel,Manual,26,1498,98.6,5,570000
12293,Honda City,Honda,City,7,110000,Individual,Diesel,Manual,25.1,1498,98.6,5,550000
12294,Honda City,Honda,City,7,120000,Individual,Diesel,Manual,26,1498,98.6,5,450000
12295,Honda City,Honda,City,5,60000,Individual,Diesel,Manual,26,1498,98.6,5,750000
12296,Honda City,Honda,City,7,46000,Individual,Diesel,Manual,26,1498,98.6,5,501000
12297,Honda City,Honda,City,6,40000,Individual,Diesel,Manual,25.1,1498,98.6,5,620000
12298,Honda City,Honda,City,5,100000,Individual,Diesel,Manual,26,1498,98.6,5,850000
12299,Honda City,Honda,City,7,70000,Individual,Diesel,Manual,26,1498,98.6,5,520000
12300,Honda City,Honda,City,6,95000,Individual,Diesel,Manual,25.1,1498,98.6,5,600000
12302,Honda City,Honda,City,5,50000,Individual,Diesel,Manual,26,1498,98.6,5,850000
12303,Honda City,Honda,City,6,70000,Individual,Diesel,Manual,26,1498,98.6,5,650000
12304,Honda City,Honda,City,6,70000,Individual,Diesel,Manual,26,1498,98.6,5,655000
12305,Honda City,Honda,City,7,70000,Individual,Diesel,Manual,26,1498,98.6,5,600000
12306,Honda City,Honda,City,6,120000,Individual,Diesel,Manual,26,1498,98.6,5,600000
12307,Honda City,Honda,City,7,98000,Individual,Diesel,Manual,26,1498,98.6,5,580000
12308,Honda City,Honda,City,7,51000,Individual,Diesel,Manual,25.1,1498,98.6,5,610000
12309,Honda City,Honda,City,5,50000,Individual,Diesel,Manual,26,1498,98.6,5,850000
12310,Honda City,Honda,City,6,120000,Individual,Diesel,Manual,25.1,1498,98.6,5,787000
12311,Honda City,Honda,City,7,80000,Individual,Diesel,Manual,26,1498,98.6,5,450000
12312,Honda City,Honda,City,4,25000,Individual,Diesel,Manual,26,1498,98.6,5,900000
12313,Honda City,Honda,City,4,35000,Individual,Diesel,Manual,26,1498,98.6,5,900000
12314,Honda City,Honda,City,7,170000,Individual,Diesel,Manual,25.1,1498,98.6,5,600000
12317,Honda City,Honda,City,5,35000,Individual,Diesel,Manual,26,1498,98.6,5,1000000
12318,Honda City,Honda,City,5,100000,Individual,Diesel,Manual,26,1498,98.6,5,650000
12319,Honda City,Honda,City,7,90000,Individual,Diesel,Manual,25.1,1498,98.6,5,550000
12320,Honda City,Honda,City,7,80000,Individual,Diesel,Manual,25.1,1498,98.6,5,575000
12321,Honda City,Honda,City,4,80000,Individual,Diesel,Manual,26,1498,98.6,5,750000
12322,Honda City,Honda,City,7,233000,Individual,Diesel,Manual,25.1,1498,98.6,5,500000
12323,Honda City,Honda,City,6,80000,Individual,Diesel,Manual,25.1,1498,98.6,5,600000
12324,Honda City,Honda,City,7,110000,Individual,Diesel,Manual,26,1498,98.6,5,600000
12325,Honda City,Honda,City,7,120000,Individual,Diesel,Manual,25.1,1498,98.6,5,500000
12326,Honda City,Honda,City,7,171000,Individual,Diesel,Manual,25.1,1498,98.6,5,530000
12327,Honda City,Honda,City,4,80000,Individual,Diesel,Manual,26,1498,98.6,5,700000
12328,Honda City,Honda,City,7,142000,Individual,Diesel,Manual,25.1,1498,98.6,5,551000
12329,Honda City,Honda,City,7,85000,Individual,Diesel,Manual,26,1498,98.6,5,520000
12330,Honda City,Honda,City,5,122000,Individual,Diesel,Manual,26,1498,98.6,5,800000
12331,Honda City,Honda,City,6,75000,Individual,Diesel,Manual,26,1498,98.6,5,550000
12332,Honda City,Honda,City,6,90000,Individual,Diesel,Manual,25.1,1498,98.6,5,580000
12333,Honda City,Honda,City,5,85000,Individual,Diesel,Manual,26,1498,98.6,5,900000
12334,Honda City,Honda,City,4,35000,Individual,Diesel,Manual,26,1498,98.6,5,850000
12335,Honda City,Honda,City,7,63000,Individual,Diesel,Manual,26,1498,98.6,5,600000
12336,Honda City,Honda,City,4,23000,Individual,Diesel,Manual,26,1498,98.6,5,875000
12337,Honda City,Honda,City,6,50000,Individual,Diesel,Manual,26,1498,98.6,5,750000
12338,Honda City,Honda,City,6,80000,Individual,Diesel,Manual,26,1498,98.6,5,550000
12339,Honda City,Honda,City,6,80000,Individual,Diesel,Manual,26,1498,98.6,5,760000
12341,Honda City,Honda,City,7,84000,Individual,Diesel,Manual,26,1498,98.6,5,400000
12342,Honda City,Honda,City,6,110000,Individual,Diesel,Manual,25.1,1498,98.6,5,730000
12345,Honda City,Honda,City,4,120000,Individual,Diesel,Manual,26,1498,98.6,5,750000
12346,Honda City,Honda,City,6,75000,Individual,Diesel,Manual,26,1498,98.6,5,550000
12347,Honda City,Honda,City,7,100000,Individual,Diesel,Manual,26,1498,98.6,5,550000
